address,zipcode,county,price,housing_type,beds,baths,sqfts,lotsize,garage,yearbuilt
"3617 Christensen Ln, Castro Valley, CA 94546",94546,Alameda County,"$749,950",Single Family Residence,3,1/1,"1,608","5,650",1,1924
"4131 Graham St, Pleasanton, CA 94566",94566,Alameda County,"$895,000",Single Family Residence,4,2,"1,757","7,000",2,1961
"36372 Shorehaven Pl, Newark, CA 94560",94560,Alameda County,"$918,000",Single Family Residence,3,2,"1,381","8,730",2,1969
"485 8th St, Oakland, CA 94607",94607,Alameda County,"$469,000",Condominium,1,1,598,0,0,2001
"385 Jayne Ave, Oakland, CA 94610",94610,Alameda County,"$399,888",Condominium,1,1,687,0,1,1970
"3324 Courtland, Oakland, CA 94619",94619,Alameda County,"$675,000",Single Family Residence,3,2,"1,740","3,960",2,1952
"42 Truitt Lane, Oakland, CA 94618",94618,Alameda County,"$1,049,000",Single Family Residence,3,3,"2,304","8,134",2,1963
"2622 73rd, Oakland, CA 94605",94605,Alameda County,"$699,000",Triplex,,,"2,708","5,000",–,1950
"1716 10th St, Oakland, CA 94607",94607,Alameda County,"$410,000",Single Family Residence,5,2,880,"3,375",0,1885
"31337 Hugh Way, Hayward, CA 94544",94544,Alameda County,"$699,000",Single Family Residence,3,2,"1,564","5,000",0,1955
"20348 Catalina Dr, Castro Valley, CA 94546",94546,Alameda County,"$750,000",Single Family Residence,3,2,"1,558","5,568",2,1959
"7070 Paso Robles, Oakland, CA 94611",94611,Alameda County,"$1,389,000",Single Family Residence,4,3,"2,890",0.26,2,2018
"710 Wall Street, Livermore, CA 94550",94550,Alameda County,"$825,000",Single Family Residence,3,2,"1,919",0.26,2,1962
"39109 Guardino Drive, Fremont, CA 94538",94538,Alameda County,"$599,000",Condominium,2,2,"1,077",0,2,1987
"1186 Larkspur Dr, Livermore, CA 94551",94551,Alameda County,"$749,800",Single Family Residence,3,2,"1,523","7,748",2,1988
"562 Culp Ave, Hayward, CA 94544",94544,Alameda County,"$539,950",Single Family Residence,3,1,952,"5,050",1,1950
"2821 Sparks Way, Hayward, CA 94541",94541,Alameda County,"$739,000",Single Family Residence,4,2,"1,831","5,015",2,1958
"5039 Brett Ct, Fremont, CA 94538",94538,Alameda County,"$849,880",Single Family Residence,3,2,"1,204","5,526",2,1962
"1432 Holman Road, Oakland, CA 94610",94610,Alameda County,"$685,000",Single Family Residence,2,2,"1,198","5,096",1,1926
"4613 Fanwood Ter, Fremont, CA 94538",94538,Alameda County,"$699,950",Townhouse,3,1/1,"1,242",912,1,1971
"1802 Second St., Alameda, CA 94501",94501,Alameda County,"$499,900",Townhouse,2,1,800,0,0,1941
"38581 Princeton Ter, Fremont, CA 94538-1744",-1744,Alameda County,"$559,000",Condominium,2,2,822,0,1,1990
"807 Marvin, Hayward, CA 94541",94541,Alameda County,"$599,888",Single Family Residence,3,2,"1,200","6,552",2,1955
"1401 Hopkins St, Berkeley, CA 94702",94702,Alameda County,"$1,100,000",Duplex,,,"2,116","5,554",–,1926
"32412 Edith Way, Union City, CA 94587",94587,Alameda County,"$888,888",Single Family Residence,4,2,"1,480","6,000",2,1972
"9501 B Street, Oakland, CA 94603-1441",-1441,Alameda County,"$428,000",Single Family Residence,3,2,"1,108","7,500",2,1909
"4316 Planet Cir, Union City, CA 94587",94587,Alameda County,"$578,000",Townhouse,3,1/1,"1,137","1,650",2,1971
"1024 Burkhart Ave, San Leandro, CA 94579",94579,Alameda County,"$588,000",Single Family Residence,3,1,"1,000","6,500",1,1950
"4444 Gibraltar Dr, Fremont, CA 94536",94536,Alameda County,"$925,000",Single Family Residence,3,2,"1,256","5,800",2,1967
"365 Morrison Canyon Rd, Fremont, CA 94536",94536,Alameda County,"$749,000",Single Family Residence,3,2,"1,104","5,555",2,1930
"37480 Willowood Dr., Fremont, CA 94536",94536,Alameda County,"$849,000",Single Family Residence,3,2,"1,467","5,651",2,1955
"5447 Midday Cmn, Fremont, CA 94555",94555,Alameda County,"$1,299,950",Single Family Residence,4,3,"2,039","4,541",2,1989
"5948 Monzal Ave, Oakland, CA 94611",94611,Alameda County,"$1,395,000",Single Family Residence,3,2,"2,880","6,500",2,1937
"1279 Via Nube, San Lorenzo, CA 94580",94580,Alameda County,"$579,950",Single Family Residence,3,1,"1,043","5,610",1,1950
"2429 Ivy Dr., Oakland, CA 94606",94606,Alameda County,"$449,000",Condominium,1,1,803,0,1,1938
"1604 Tyler St, Berkeley, CA 94703",94703,Alameda County,"$495,000",Condominium,2,1,810,0,0,1965
"7447 Lockwood St, Oakland, CA 94621",94621,Alameda County,"$420,000",Single Family Residence,3,1/1,"1,058","5,000",1,1952
"428 El Cerrito Ave, Piedmont, CA 94611",94611,Alameda County,"$1,795,000",Single Family Residence,4,3,"2,535","4,800",1,1908
"18 Monte Ave, Piedmont, CA 94611",94611,Alameda County,"$2,795,000",Single Family Residence,4,2/3,"2,928","6,250",2,1908
"998 Sueirro St, Hayward, CA 94541",94541,Alameda County,"$645,000",Single Family Residence,4,3,"1,472","6,500",2,1950
"27374 Whitman St, Hayward, CA 94544",94544,Alameda County,"$575,000",Single Family Residence,3,1,951,"5,500",1,1950
"1617 68th Avenue, Oakland, CA 94621",94621,Alameda County,"$389,000",Single Family Residence,2,1,974,"3,500",0,1925
"35451 Eden Ct, Fremont, CA 94536",94536,Alameda County,"$1,098,000",Single Family Residence,4,2,"1,696","5,800",2,1969
"468 Pomo Ct, Fremont, CA 94539",94539,Alameda County,"$1,799,800",Single Family Residence,4,3/1,"2,594",0.26,2,1972
"109 Sunnyside, Piedmont, CA 94611",94611,Alameda County,"$1,298,000",Single Family Residence,2,2,"1,519","3,000",1,1915
"4026 Freestone Pl, Hayward, CA 94541",94541,Alameda County,"$699,000",Single Family Residence,3,3/1,"1,922",0,2,2016
"39 Sheridan Rd, Oakland, CA 94618",94618,Alameda County,"$1,590,000",Single Family Residence,4,4/1,"3,246","6,018",2,1994
"5025 Royal Pines Way, Dublin, CA 94568",94568,Alameda County,"$1,388,900",Single Family Residence,5,4/1,"3,820","6,084",3,2001
"6639 Outlook Ave, Oakland, CA 94605",94605,Alameda County,"$769,000",Single Family Residence,4,3,"2,069","9,800",1,1947
"4316 Planet Cir, Union City, CA 94587",94587,Alameda County,"$578,000",Townhouse,3,1/1,"1,137","1,650",2,1971
"1024 Burkhart Ave, San Leandro, CA 94579",94579,Alameda County,"$588,000",Single Family Residence,3,1,"1,000","6,500",1,1950
"2100 Manzanita Dr, Oakland, CA 94611",94611,Alameda County,"$1,695,000",Single Family Residence,4,3,"3,707","5,198",3,1968
"1737 10th St, Oakland, CA 94607",94607,Alameda County,"$675,000",Duplex,,,"1,962","1,700",–,1885
"545 Pierce St, Albany, CA 94706",94706,Alameda County,"$589,999",Condominium,2,2,"1,234",1000000,2,1986
"1923 San Rafael St, San Leandro, CA 94577",94577,Alameda County,"$779,000",Single Family Residence,4,2,"1,611","6,060",2,1948
"1901 Buckeye Ct, Pleasanton, CA 94588",94588,Alameda County,"$3,280,000",Single Family Residence,5,5/2,"6,451",1.19,4,1996
"2867 Regatta Dr, Oakland, CA 94601",94601,Alameda County,"$679,000",Condominium,3,2,"1,491",0,2,2005
"394 Oxford Street, Hayward, CA 94541",94541,Alameda County,"$600,000",Single Family Residence,3,1,"1,156","5,000",2,1951
"903 Evergreen Ave, San Leandro, CA 94577",94577,Alameda County,"$629,000",Single Family Residence,3,1/1,"1,334","6,790",2,1954
"25956 Stanwood Avenue, Hayward, CA 94544",94544,Alameda County,"$549,800",Single Family Residence,3,1,"1,059","5,035",1,1952
"95 Nova Dr, Piedmont, CA 94610",94610,Alameda County,"$1,595,000",Single Family Residence,3,1/1,"1,720","7,000",0,1916
"32703 Dinuba Ct, Union City, CA 94587-5453",-5453,Alameda County,"$1,500,000",Single Family Residence,4,4,"2,967","7,000",2,1985
"0000 Mines Rd., Livermore, CA 94550",94550,Alameda County,"$339,000",Land,,,,,,
"1572 Mendocino Cir, San Leandro, CA 94579",94579,Alameda County,"$748,000",Single Family Residence,4,2,"1,576","9,828",2,1960
"3685 Maple Ave, Oakland, CA 94602",94602,Alameda County,"$525,000",Townhouse,2,1/1,"1,310",0,1,1986
"Ashby Ave, Berkeley, CA 94705",94705,Alameda County,"$2,195,000",Residential Income,,,"5,570",0.25,–,1928
"6100 Valley View Rd, Oakland, CA 94611",94611,Alameda County,"$969,000",Single Family Residence,4,3/1,"3,037","5,352",2,2011
"1681 Visalia Ave, Berkeley, CA 94707",94707,Alameda County,"$1,768,500",Single Family Residence,3,3,"2,693","8,775",0,1932
"423 7th St, Oakland, CA 94607",94607,Alameda County,"$810,000",Condominium,3,3,"1,654",0,1,2008
"15912 Via Media, San Lorenzo, CA 94580",94580,Alameda County,"$575,000",Single Family Residence,3,1,"1,132","5,000",1,1944
"10 Jewel Ct, Oakland, CA 94611",94611,Alameda County,"$1,925,000",Single Family Residence,4,4,"3,600","8,267",4,2018
"24770 Soto Rd, Hayward, CA 94544",94544,Alameda County,"$549,000",Single Family Residence,2,1,780,0.276,0,1943
"16084 Paseo Largavista, San Lorenzo, CA 94580",94580,Alameda County,"$760,000",Single Family Residence,5,2,"1,802","5,000",1,1944
"2621 Covey Way, Livermore, CA 94550",94550,Alameda County,"$1,850,000",Single Family Residence,4,3,"3,446",0.92,5,1988
"171 Sequoyah View Dr, Oakland, CA 94605",94605,Alameda County,"$699,900",Single Family Residence,3,2,"2,776",0.26,2,1959
"1618 51st Ave, Oakland, CA 94601",94601,Alameda County,"$699,000",Triplex,,,"2,344","5,800",–,1911
"3610 Pine St, Castro Valley, CA 94546",94546,Alameda County,"$635,000",Single Family Residence,3,1,996,"5,000",0,1948
"1 Barner Place, Oakland, CA 94602",94602,Alameda County,"$946,000",Single Family Residence,3,2/1,"2,504",0.25,2,1937
"17 Binnacle Hill, Oakland, CA 94618",94618,Alameda County,"$889,000",Townhouse,2,2,"1,641","2,346",2,1993
"175 11th St, Oakland, CA 94607",94607,Alameda County,"$915,000",Triplex,,,"2,051","3,000",–,1896
"5428 Wadean Place, Oakland, CA 94601-5719",-5719,Alameda County,"$480,000",Single Family Residence,3,1,"1,178","3,200",1,1917
"55 Sereno Circle, Oakland, CA 94619-3121",-3121,Alameda County,"$650,000",Townhouse,2,2,"1,220","2,322",2,1972
"2641 Webster St, Berkeley, CA 94705",94705,Alameda County,"$525,000",Condominium,1,1,587,"4,379",1,1927
"1126 Hillery Way, Alameda, CA 94502",94502,Alameda County,"$928,000",Single Family Residence,4,2/1,"1,889","2,563",2,2003
"2399 Bermuda Lane, Hayward, CA 94545",94545,Alameda County,"$680,000",Single Family Residence,3,2,"1,215","6,000",2,1957
"4052 Everett Ave, Oakland, CA 94602",94602,Alameda County,"$660,000",Condominium,2,1/1,"1,218","5,320",1,1981
"7600 Mountain Blvd, Oakland, CA 94605",94605,Alameda County,"$1,250,000",Single Family Residence,5,4,"4,380",0.43,2,1959
"1514 Welford Cir, Hayward, CA 94544",94544,Alameda County,"$839,950",Single Family Residence,5,3,"2,230","3,738",2,2004
"2108 Eric Court, Union City, CA 94587-3049",-3049,Alameda County,"$430,000",Condominium,2,1,798,0,1,1974
"236 El Cerrito Avenue, Piedmont, CA 94611-4121",-4121,Alameda County,"$1,378,000",Single Family Residence,3,2,"1,684","4,690",2,1920
"90 Begier Ave, San Leandro, CA 94577",94577,Alameda County,"$635,000",Single Family Residence,2,1,"1,028","5,480",1,1939
"474 Grove Way, Hayward, CA 94541",94541,Alameda County,"$489,000",Single Family Residence,2,1,756,"4,200",0,1949
"39109 Guardino Dr 241, Fremont, CA 94538",94538,Alameda County,"$599,000",Condominium,2,2,"1,077",6.107,2,1987
"4291 Veronica Ave, Castro Valley, CA 94546",94546,Alameda County,"$689,000",Single Family Residence,3,2,"1,269","6,156",2,1952
"3532 Pinewood Dr, Hayward, CA 94542",94542,Alameda County,"$849,000",Single Family Residence,4,2/1,"2,406","8,883",3,1974
"11 Th St, Union City, CA 94587",94587,Alameda County,"$300,000",Land,,,,,,
"6284 Jarvis Ave, Newark, CA 94560",94560,Alameda County,"$799,950",Townhouse,3,2/1,"1,503","2,776",2,1986
"37248 Meadowbrook Cmn., Fremont, CA 94536",94536,Alameda County,"$560,000",Condominium,2,2,"1,125","1,125",1,1984
"572 9th St., Oakland, CA 94607",94607,Alameda County,"$789,000",Townhouse,3,2/1,"1,418",1.38,1,1998
"2632 Lotus St, Pleasanton, CA 94588",94588,Alameda County,"$1,080,000",Single Family Residence,4,2/1,"2,014","2,843",2,2000
"36358 Frobisher Dr, Fremont, CA 94536",94536,Alameda County,"$899,000",Single Family Residence,3,2,"1,168","5,354",2,1956
"3208 Coolidge Ave, Oakland, CA 94602",94602,Alameda County,"$688,000",Single Family Residence,4,2,"1,440","1,848",0,1924
"21244 Tyee St, Castro Valley, CA 94546",94546,Alameda County,"$624,800",Single Family Residence,3,2,"1,141","4,992",1,1947
"6901 Sunkist, Oakland, CA 94605",94605,Alameda County,"$450,000",Single Family Residence,4,2/1,"2,250",0.25,2,1929
"807 Marvin Way, Hayward, CA 94541",94541,Alameda County,"$599,888",Single Family Residence,3,2,"1,200","6,552",2,1955
"3449 Finnian Way, Dublin, CA 94568",94568,Alameda County,"$749,000",Townhouse,3,3,"2,025",0,2,2006
"5705 Del Monte Ct, Union City, CA 94587",94587,Alameda County,"$1,298,000",Single Family Residence,5,3,"2,534","8,059",3,1999
"34192 Aberdeen Ter, Fremont, CA 94555",94555,Alameda County,"$599,800",Townhouse,3,1/1,"1,166",901,0,1970
"34192 Aberdeen Ter, Fremont, CA 94555",94555,Alameda County,"$599,800",Townhouse,3,1/1,"1,166",901,0,1970
"22713 Watkins St, Hayward, CA 94541",94541,Alameda County,"$619,995",Condominium,3,2/1,"1,454",1.022,2,2005
"3761 Jamestown Rd, Fremont, CA 94538",94538,Alameda County,"$900,000",Single Family Residence,3,2,"1,192","5,500",2,1954
"505 Holly Oak Ln, Alameda, CA 94502",94502,Alameda County,"$799,000",Townhouse,3,2/1,"1,707","1,857",2,1977
"131 Jasmine Ct, Union City, CA 94587",94587,Alameda County,"$1,160,000",Single Family Residence,5,3,"2,516","3,556",2,2002
"5600 Cabot Dr, Oakland, CA 94611",94611,Alameda County,"$1,549,000",Single Family Residence,4,4,"2,896",0.39,2,1937
"38936 Cherry Glen Cmn, Fremont, CA 94536",94536,Alameda County,"$604,000",Condominium,2,2,840,0,1,1987
"1325 E 31st Street, Oakland, CA 94602",94602,Alameda County,"$1,000,000",Single Family Residence,3,3,"3,148",0.28,4,1920
"6966 Geyserville Street, Dublin, CA 94568",94568,Alameda County,"$880,153",Condominium,3,3/1,"1,994",0,2,2018
"6960 Geyserville Street, Dublin, CA 94568",94568,Alameda County,"$936,153",Condominium,4,3/1,"2,160",0,2,2018
"7251 Skyline Blvd, Oakland, CA 94611",94611,Alameda County,"$1,495,000",Single Family Residence,5,4/1,"4,059",0.43,0,1984
"3761 Jamestown Rd, Fremont, CA 94538",94538,Alameda County,"$900,000",Single Family Residence,3,2,"1,192","5,500",2,1954
"2006 Central Ave, Alameda, CA 94501",94501,Alameda County,"$799,000",Single Family Residence,2,1/1,"1,274","4,900",1,1925
"4411 Seminole Way, Pleasanton, CA 94588",94588,Alameda County,"$619,000",Townhouse,3,1/1,"1,130",901,0,1971
"6526 Sierra Ln, Dublin, CA 94568",94568,Alameda County,"$800,000",Townhouse,3,2/1,"1,923",0,2,2008
"3405 Norton Way, Pleasanton, CA 94566",94566,Alameda County,"$479,000",Condominium,2,1/1,"1,028",0,0,1971
"5734 Claremont Ave, Oakland, CA 94618",94618,Alameda County,"$1,495,000",Single Family Residence,5,2,"2,459","6,250",0,1911
"3626 Whitworth Drive, Dublin, CA 94568",94568,Alameda County,"$760,000",Condominium,3,2/1,"2,112",0,2,2003
"16120 Via Del Robles, San Lorenzo, CA 94580",94580,Alameda County,"$650,000",Single Family Residence,4,2,"1,582","6,720",2,1955
"82 Amorok Way, Fremont, CA 94539",94539,Alameda County,"$1,725,000",Single Family Residence,4,2/1,"2,274",0.43,3,1978
"1370 Briones Ct, Pleasanton, CA 94588",94588,Alameda County,"$2,149,000",Single Family Residence,4,4/1,"4,391","10,384",3,2005
"37475 Willowood Dr, Fremont, CA 94536",94536,Alameda County,"$799,888",Single Family Residence,3,2,"1,167","5,760",2,1955
"3 Commodore Dr, Emeryville, CA 94608",94608,Alameda County,"$379,000",Condominium,1,1,649,0,1,1973
"1580 Chandler St, Oakland, CA 94603",94603,Alameda County,"$359,000",Condominium,2,2,932,0,2,2002
"7527 Rolling Hills Cir, Dublin, CA 94568",94568,Alameda County,"$648,500",Townhouse,2,2,"1,130","2,398",2,1988
"6466 Rosemary Cmn, Livermore, CA 94551",94551,Alameda County,"$749,000",Single Family Residence,3,2/1,"1,526","3,126",2,1999
"4926 Redwood Ave, Dublin, CA 94568",94568,Alameda County,"$1,215,000",Single Family Residence,5,3,"2,575","5,490",2,2000
"4553 Carver Ct, Pleasanton, CA 94588",94588,Alameda County,"$899,900",Single Family Residence,4,2,"1,552","6,252",2,1968
"20067 Stanton Hill Ct, Castro Valley, CA 94546",94546,Alameda County,"$862,000",Single Family Residence,4,2/1,"2,022","7,275",2,1995
"4078 Cristobal Way, Pleasanton, CA 94566",94566,Alameda County,"$865,000",Single Family Residence,3,2,"1,159","7,000",2,1965
"1606 Martin Ave, Pleasanton, CA 94588",94588,Alameda County,"$2,250,000",Single Family Residence,5,3/1,"4,300",0.46,3,1992
"4813 Boxwood Way, Dublin, CA 94568",94568,Alameda County,"$775,000",Townhouse,3,2/1,"1,610",0,2,1999
"3428 Helen, Oakland, CA 94608",94608,Alameda County,"$899,000",Single Family Residence,4,3/1,"2,125","1,412",1,2018
"3430 Helen, Oakland, CA 94608",94608,Alameda County,"$899,000",Single Family Residence,4,2/1,"2,244","1,649",1,2018
"3544 Altamira Ter, Fremont, CA 94536",94536,Alameda County,"$858,000",Townhouse,3,2/1,"1,519","1,132",2,2006
"4142 Asimuth Cir, Union City, CA 94587",94587,Alameda County,"$575,000",Townhouse,3,1/1,"1,280","1,794",2,1974
"3139 Middleton St, Oakland, CA 94605",94605,Alameda County,"$838,000",Single Family Residence,3,2/1,"2,714","5,410",1,1947
"3641 Carrigan Cmn, Livermore, CA 94550",94550,Alameda County,"$499,888",Townhouse,3,1/1,"1,242",874,2,1981
"3445 Capella Ln, Alameda, CA 94502",94502,Alameda County,"$799,000",Townhouse,3,2/1,"1,716","1,738",2,1973
"6601 Elverton Dr., Oakland, CA 94611",94611,Alameda County,"$1,740,000",Single Family Residence,4,3/1,"4,142",0.35,3,2001
"1325 E 31 Street, Oakland, CA 94602",94602,Alameda County,"$1,000,000",Residential Income,,,"3,148",0.28,–,1920
"247 Rachael Place, Pleasanton, CA 94566",94566,Alameda County,"$575,000",Condominium,2,2,937,0,1,1989
"13483 Aurora Drive, San Leandro, CA 94577",94577,Alameda County,"$520,000",Condominium,3,2/1,"1,694",0,2,1982
"499 Estudillo Ave, San Leandro, CA 94577",94577,Alameda County,"$419,000",Condominium,2,2,"1,261",0.49,1,1981
"310 Paloma Ter, Fremont, CA 94536",94536,Alameda County,"$599,888",Townhouse,3,2,"1,440","1,488",2,1973
"2386 Lagoon Ct, San Leandro, CA 94579",94579,Alameda County,"$949,900",Single Family Residence,4,3/1,"2,778","6,399",3,1999
"1339 Hillview Dr, Livermore, CA 94551",94551,Alameda County,"$599,000",Single Family Residence,3,1/1,"1,404","7,285",2,1958
"2828 Alida St, Oakland, CA 94602",94602,Alameda County,"$649,000",Single Family Residence,3,3/1,"2,656","8,505",2,1948
"6799 Chelton Dr, Oakland, CA 94611",94611,Alameda County,"$1,195,000",Single Family Residence,3,3/1,"3,297",0.27,2,1990
"35330 Cheviot Ct, Newark, CA 94560",94560,Alameda County,"$1,088,000",Single Family Residence,4,2/1,"2,182","7,000",2,1970
"831 Portal Ave, Oakland, CA 94610",94610,Alameda County,"$1,589,000",Single Family Residence,4,3/1,"3,124","5,353",1,1929
"6921 Foxtail Dr, Livermore, CA 94551",94551,Alameda County,"$799,000",Single Family Residence,3,2,"1,694","7,871",2,1996
"3302 Prairie Dr, Pleasanton, CA 94588",94588,Alameda County,"$1,400,000",Single Family Residence,4,3,"2,323",0.26,3,1985
"33803 Palomares Rd, Castro Valley, CA 94552",94552,Alameda County,"$1,280,000",Single Family Residence,3,2,"1,956",40,0,1991
"2174 Vicksburg Ave, Oakland, CA 94601",94601,Alameda County,"$849,800",Single Family Residence,4,3,"1,901","6,500",0,1921
"221 Pacific Ave, Piedmont, CA 94611",94611,Alameda County,"$3,850,000",Single Family Residence,5,4/1,"4,975","8,064",1,1911
"2044 Aldengate Way, Hayward, CA 94545",94545,Alameda County,"$585,000",Condominium,3,2/1,"1,702",0,1,1968
"3300 Maple Ave, Oakland, CA 94602",94602,Alameda County,"$525,000",Single Family Residence,2,1,894,"2,950",1,1926
"3401 Noyo St, Oakland, CA 94602",94602,Alameda County,"$869,000",Single Family Residence,3,2/1,"2,226",0.25,2,1958
"35844 Ellmann Plce, Fremont, CA 94536",94536,Alameda County,"$899,950",Single Family Residence,4,2,"1,923","6,343",2,1968
"6765 Thornton Ave, Newark, CA 94560",94560,Alameda County,"$1,499,000",Land,,,,,,
"4086 Laguna Ave, Oakland, CA 94602",94602,Alameda County,"$980,000",Single Family Residence,3,2/1,"1,623","4,600",2,1950
"3253 San Pedro Way, Union City, CA 94587",94587,Alameda County,"$869,999",Single Family Residence,4,2,"1,556","5,500",2,1969
"3856 Howe St, Oakland, CA 94611",94611,Alameda County,"$1,500,000",Residential,4,2,"1,998","5,630",0,1912
"1112 Willow St, Alameda, CA 94501",94501,Alameda County,"$775,000",Single Family Residence,2,1,"1,295","3,500",2,1924
"6450 Lupine Ct, Newark, CA 94560",94560,Alameda County,"$950,000",Single Family Residence,3,2,"1,421","7,171",2,1963
"22 Moss Avenue, Oakland, CA 94610",94610,Alameda County,"$425,000",Condominium,1,1,648,0,1,1965
"22663 Vermont Street, Hayward, CA 94541",94541,Alameda County,"$535,000",Residential,2,1/1,"1,261","5,781",2,1985
"2688 Naples St, Hayward, CA 94545",94545,Alameda County,"$598,000",Single Family Residence,3,2,"1,128","5,300",2,1957
"4532 Mirano Ct, Dublin, CA 94568",94568,Alameda County,"$999,000",Townhouse,4,3/1,"3,012","3,012",4,2007
"4802 Fair Avenue, Oakland, CA 94619",94619,Alameda County,"$799,000",Single Family Residence,2,2,"1,687","9,397",0,1988
"4265 Maple Ave, Oakland, CA 94602",94602,Alameda County,"$699,000",Single Family Residence,2,2,"1,183","7,738",0,1939
"6765 Thornton Ave, Newark, CA 94560",94560,Alameda County,"$1,499,000",Land,,,,,,
"355 Charlotte Cmn, Livermore, CA 94550",94550,Alameda County,"$659,000",Residential,3,2,"1,165","3,488",2,1991
"3210 Harrison Street, Oakland, CA 94611",94611,Alameda County,"$650,000",Business Opportunity,,,,,,
"2118 Chipman Street, Alameda, CA 94501",94501,Alameda County,"$1,206,000",Single Family Residence,3,2,"2,361","2,982",2,2004
"2688 Naples, Hayward, CA 94545",94545,Alameda County,"$598,000",Single Family Residence,3,2,"1,128","5,300",2,1957
"737 2nd Street, Oakland, CA 94607-3003",-3003,Alameda County,"$925,000",Condominium,2,2,"1,617",0,1,2000
"700 Main St, Pleasanton, CA 94566",94566,Alameda County,"$1,800,000",Commercial Sale,,,"2,250","2,250",,1912
"1180 Begier Ave, San Leandro, CA 94577",94577,Alameda County,"$849,000",Single Family Residence,3,2,"1,951","5,950",0,1939
"115 Lund Avenue, Hayward, CA 94544",94544,Alameda County,"$1,325,000",Residential Income,,,"3,552","9,730",–,1986
"733 Victoria Ave, San Leandro, CA 94577",94577,Alameda County,"$629,000",Single Family Residence,2,1,"1,166","6,320",1,1923
"2206 E 21  Street, Oakland, CA 94606",94606,Alameda County,"$850,000",Single Family Residence,4,3,"2,639","5,040",1,2018
"2718 Wallace St, Berkeley, CA 94702",94702,Alameda County,"$749,000",Single Family Residence,3,1/1,"1,242","4,400",2,1927
"11th Street, Hayward, CA 94544-4110",-4110,Alameda County,"$525,000",Single Family Residence,3,3,"2,614","6,640",2,1949
"680 Grand Ter, Hayward, CA 94541",94541,Alameda County,"$560,000",Townhouse,2,2/1,"1,170","1,249",2,2003
"6011 Old Quarry Loop, Oakland, CA 94605-3375",-3375,Alameda County,"$630,000",Townhouse,2,3,"1,472","1,206",2,2006
"2488 Sheffield Dr, Livermore, CA 94550",94550,Alameda County,"$1,499,950",Single Family Residence,5,4/1,"3,512",0.51,3,1984
"1826 Broadmoor St, Livermore, CA 94551",94551,Alameda County,"$789,000",Single Family Residence,3,2,"1,321",0.33,2,1966
"1148 E 15th St, Oakland, CA 94606",94606,Alameda County,"$780,000",Triplex,,,"2,435","3,780",–,1924
"6095 Madelaine Dr, Newark, CA 94560",94560,Alameda County,"$829,000",Single Family Residence,3,2,"1,100","6,000",2,1959
"152 Heligan Ln, Livermore, CA 94551",94551,Alameda County,"$598,888",Condominium,2,2/1,"1,167",0,2,2013
"38983 Swordfish Cmn, Fremont, CA 94536",94536,Alameda County,"$939,000",Townhouse,3,2/1,"1,400","1,014",2,1996
"4726 Griffith Ave, Fremont, CA 94538",94538,Alameda County,"$989,888",Single Family Residence,3,2,"1,452","6,000",2,1963
"16705 Los Reyes, San Leandro, CA 94578",94578,Alameda County,"$549,000",Single Family Residence,3,2,"1,612",0.25,0,1945
"23979 Madeiros Ave, Hayward, CA 94541",94541,Alameda County,"$849,990",Duplex,,,"1,892",0.65,–,1953
"16705 Los Reyes Ave, San Leandro, CA 94578",94578,Alameda County,"$549,000",Single Family Residence,3,2,"1,612","7,040",0,1945
"2075 Ponderosa Dr, Livermore, CA 94551",94551,Alameda County,"$649,900",Residential,3,2,"1,110","6,376",2,1987
"48937 Nampeyo St, Fremont, CA 94539",94539,Alameda County,"$1,588,000",Single Family Residence,4,3,"2,547","5,901",2,1978
"48937 Nampeyo St, Fremont, CA 94539",94539,Alameda County,"$1,588,000",Single Family Residence,4,3,"2,547","5,901",2,1978
"3013 Wolsey Pl, Fremont, CA 94555",94555,Alameda County,"$1,049,950",Single Family Residence,3,2,"1,298","10,286",2,1977
"1991 Mandan Ct, Fremont, CA 94539",94539,Alameda County,"$1,328,000",Single Family Residence,4,2,"1,728","9,667",2,1978
"5738 Belleza Dr, Pleasanton, CA 94588",94588,Alameda County,"$699,000",Townhouse,2,2,"1,505","1,663",1,1995
"1991 Mandan Ct, Fremont, CA 94539",94539,Alameda County,"$1,328,000",Single Family Residence,4,2,"1,728","9,667",2,1978
"4196 Sora Cmn, Fremont, CA 94555-3034",-3034,Alameda County,"$800,000",Townhouse,2,2,"1,405","5,039",2,1985
"3240 Maguire Way, Dublin, CA 94568",94568,Alameda County,"$678,888",Condominium,3,2,"1,246",0,2,2004
"830 Witherly Ln, Fremont, CA 94539",94539,Alameda County,"$3,988,888",Single Family Residence,5,1/3,"3,929",3.82,1,1882
"1337 Spring Valley Cmn, Livermore, CA 94551",94551,Alameda County,"$499,000",Townhouse,3,2/1,"1,274","1,140",0,1985
"4139 Alvarado St, Pleasanton, CA 94566",94566,Alameda County,"$925,000",Single Family Residence,3,2,"1,236","6,500",2,1964
"29037 Caravan Ln, Hayward, CA 94545",94545,Alameda County,"$628,000",Townhouse,2,2/1,"1,604",0.415,2,2008
"34250 Petard Ter, Fremont, CA 94555",94555,Alameda County,"$925,000",Townhouse,2,1/1,"1,891","2,999",2,1987
"4827 Serra Ave, Fremont, CA 94538",94538,Alameda County,"$998,888",Single Family Residence,3,2,"1,344","6,760",2,1959
"921 Marin Avenue, Hayward, CA 94541",94541,Alameda County,"$600,000",Single Family Residence,3,1,"1,162","5,400",2,1952
